-40.27533224,-3.92803424
31.78172587,17.34295141
-9.44732937,42.06576705
-29.32520510,-6.05937412
55.87049400,46.22944792
-19.27646203,-1.89607346
-80.36452797,36.85129861
68.13457347,-153.09614303
-83.69901751,-33.55327435
-9.51643634,-5.54228630
-95.22530421,-41.90820639
13.56294486,-129.06910310
40.54599127,28.51116599
-22.01090345,-36.03774211
15.93795657,26.23948373
90.98012528,48.29321705
-91.45677226,-27.59551377
58.50250063,34.93405923
-51.95792654,6.08708978
103.17738966,79.34891406
-45.38678662,16.47082520
-87.48697721,-114.83946302
-89.30221919,-123.59768795
97.73706606,-189.89917534
-40.44752671,-11.05439419
-99.28078660,-33.21251080
53.37937142,34.33315606
-43.99769214,-47.62092862
34.33015086,38.07004067
-31.73518417,0.83232607
99.73651142,51.44630837
87.89954887,52.51442554
42.94748966,169.93872205
48.66913872,-18.50394961
-61.61012005,-32.25594524
-40.19005321,-7.76223639
-58.35528544,213.72454970
76.12776478,38.52509712
42.49584380,30.73732368
-46.85928387,-3.97097500
-29.05602093,8.11938424
-55.93744546,310.08450074
-83.08023986,-34.61399848
48.74509824,42.38392169
44.05513540,51.34471267
43.19226283,36.58225483
-77.92282142,-24.53819014
28.13594049,140.08124503
-44.64634642,-134.05047065
52.00468189,23.06930586
89.11827684,50.35597936
73.33864983,-52.87812790
36.40781632,164.54693935
37.93676259,9.93585441
73.01280465,55.59070401
-83.06826309,106.27481522
-22.80573801,63.06599875
75.95836039,-43.29120304
24.59676366,14.04485922
33.33808005,19.93834386
-0.02567496,80.34435166
-44.27096874,47.92233810
39.19547142,23.27906605
87.11696697,51.14356686
-76.46606207,-0.29887338
2.82109178,1.60511907
-98.69358650,-30.61227441
-60.95810242,124.23224762
102.52207650,57.65085623
-100.06924503,-49.24002327
-0.31960341,-4.25797522
28.21942852,-99.22804314
-79.19059403,-14.54400783
11.84471726,30.20645699
38.12425807,-34.61409778
-60.40219904,-15.91388791
-88.50264864,-44.05507192
85.37946669,141.76849572
32.87141307,-12.07548472
-41.03898100,57.53134976
74.69965402,39.28375113
99.89400091,84.37349611
30.37064208,28.32159337
-1.44260774,-0.11194550
-55.06254804,-67.33169480
79.14998234,-20.77746688
-0.86644318,30.34943254
-100.67504915,-31.43562000
-32.61437951,-8.52838936
-75.03856987,-19.60948515
-31.69863596,-143.25144192
-87.74018546,-18.28995319
-21.19646920,1.12979343
82.11351487,54.05536233
-14.57811298,18.63959899
-87.50418940,-93.78160924
-86.04460206,108.67863878
-88.14845890,-43.35310884
14.05700225,25.38968870
96.93993225,56.02597037
-9.64449969,13.26618528
38.99528693,31.60566387
97.70966536,107.44589932
28.00968065,-88.82578779
-50.43575011,-43.18391001
59.45129218,36.11786434
-37.99778103,-106.97308963
38.16161472,26.72791132
-115.28892781,158.13418488
-28.40760624,75.74658624
52.27473469,32.08550580
71.07091394,45.78339941
55.70442230,50.59944072
12.24438525,13.18255513
53.29466375,35.60881956
-7.78682858,-123.68878574
40.31846211,121.13592131
82.40872936,48.77958546
-35.45520719,-6.14867868
-55.97446656,-23.24019299
-64.06220847,58.65629557
-33.18546069,6.73179700
-18.39293300,11.12092906
-70.03575453,-67.95511232
57.50527339,41.87530830
11.94259747,24.33981719
-57.60899749,-8.43810280
57.85569642,79.33367895
-75.58620478,-20.50423732
37.28872765,-125.11280357
-33.64824909,-7.74235382
-68.18894037,104.27725356
-29.58530430,1.74665726
-16.46889029,2.20448101
-98.10796639,21.06029751
41.96242870,49.96899680
-62.22223074,-50.12297130
-64.27380256,133.08794146
35.10780394,-20.77657526
67.48994324,21.88171605
66.01474353,73.83265741
-98.17870044,43.50372509
87.27199786,88.79619520
60.66612987,32.05491747
66.67120715,50.42222452
-56.82378892,-184.47129224
104.75891940,51.91835597
-84.34218424,-31.02089452
-95.72997336,-40.45064262
-63.96555094,120.61334682
-62.90261728,-24.09698877
64.72603023,136.86431178
19.10215698,37.93223214
-47.74013919,-4.55838538
78.57749086,55.25692227
41.73642763,14.26196377
85.72966078,-179.23516437
87.10291566,164.37657766
-12.14151404,2.41367016
58.69542412,-25.80503466
88.02425103,68.55130420
75.22335215,79.30914146
95.43287763,61.90639912
-41.08601115,-16.09539016
-63.92053507,-10.58577763
-24.37610671,9.08738525
32.23300470,-114.68081766
-93.78084577,-23.21408831
-31.73761612,171.55873738
73.19298752,52.98490043
14.99003929,71.88399097
58.81588009,33.98113546
-104.88029856,-42.42445523
-28.09956222,7.22099960
-40.05964161,-2.30553492
-24.47404063,70.11890944
24.15960441,13.34346730
81.44548098,47.39746665
-31.38713935,8.35655294
-102.83720386,-33.44991795
-97.57174334,-176.93722662
94.89729809,58.56738802
-66.93394824,32.12512331
92.81893631,41.02824141
29.69111072,0.07519253
77.81608387,29.49633491
23.45209468,12.57742779
-85.93058755,-106.22858055
22.69138712,11.39018516
63.74716781,44.11248759
31.55779488,33.39059303
6.48132635,26.08554208
-74.03987300,-66.11207621
-32.93801843,-3.42610395
45.02019469,91.34732137
-105.53166233,-92.38377448
39.57824457,22.68382910
-90.14309499,-34.15895461
-104.45207409,20.53702270
-87.99209949,-36.84511896
